Country,alpha_2_code,alpha_3_code,numeric_code,Indicator,Year,Value,Gender,observation_status,current_age
Libyan Arab Jamahiriya,LY,LBY,434,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,95,Total,Estimated value,Total
Libyan Arab Jamahiriya,LY,LBY,434,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,95,Total,Estimated value,Total
Libyan Arab Jamahiriya,LY,LBY,434,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,96,Total,Estimated value,Total
Libyan Arab Jamahiriya,LY,LBY,434,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,97,Total,Estimated value,Total
Libyan Arab Jamahiriya,LY,LBY,434,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,97,Total,Estimated value,Total
Libyan Arab Jamahiriya,LY,LBY,434,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,97,Total,Estimated value,Total
Libyan Arab Jamahiriya,LY,LBY,434,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,97,Total,Estimated value,Total
Libyan Arab Jamahiriya,LY,LBY,434,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,97,Total,Estimated value,Total
Libyan Arab Jamahiriya,LY,LBY,434,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,97,Total,Estimated value,Total
Libyan Arab Jamahiriya,LY,LBY,434,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,95,Total,Estimated value,Total
Libyan Arab Jamahiriya,LY,LBY,434,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,92,Total,Estimated value,Total
Libyan Arab Jamahiriya,LY,LBY,434,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,97,Total,Estimated value,Total
Libyan Arab Jamahiriya,LY,LBY,434,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,96,Total,Estimated value,Total
Libyan Arab Jamahiriya,LY,LBY,434,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,94,Total,Estimated value,Total
Libyan Arab Jamahiriya,LY,LBY,434,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,72,Total,Estimated value,Total
Libyan Arab Jamahiriya,LY,LBY,434,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,72,Total,Estimated value,Total
Libyan Arab Jamahiriya,LY,LBY,434,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,72,Total,Estimated value,Total
Libyan Arab Jamahiriya,LY,LBY,434,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,72,Total,Estimated value,Total
Libyan Arab Jamahiriya,LY,LBY,434,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,72,Total,Estimated value,Total
Libyan Arab Jamahiriya,LY,LBY,434,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,72,Total,Estimated value,Total
Lithuania,LT,LTU,440,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2000,97,Total,Estimated value,Total
Lithuania,LT,LTU,440,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2001,96,Total,Estimated value,Total
Lithuania,LT,LTU,440,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2002,95,Total,Estimated value,Total
Lithuania,LT,LTU,440,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2003,93,Total,Estimated value,Total
Lithuania,LT,LTU,440,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,93,Total,Estimated value,Total
Lithuania,LT,LTU,440,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,95,Total,Estimated value,Total
Lithuania,LT,LTU,440,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,94,Total,Estimated value,Total
Lithuania,LT,LTU,440,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,96,Total,Estimated value,Total
Lithuania,LT,LTU,440,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,96,Total,Estimated value,Total
Lithuania,LT,LTU,440,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,94,Total,Estimated value,Total
Lithuania,LT,LTU,440,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,95,Total,Estimated value,Total
Lithuania,LT,LTU,440,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,94,Total,Estimated value,Total
Lithuania,LT,LTU,440,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,93,Total,Estimated value,Total
Lithuania,LT,LTU,440,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,92,Total,Estimated value,Total
Lithuania,LT,LTU,440,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,92,Total,Estimated value,Total
Lithuania,LT,LTU,440,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,92,Total,Estimated value,Total
Lithuania,LT,LTU,440,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,92,Total,Estimated value,Total
Lithuania,LT,LTU,440,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,92,Total,Estimated value,Total
Lithuania,LT,LTU,440,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,92,Total,Estimated value,Total
Lithuania,LT,LTU,440,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,93,Total,Estimated value,Total
Lithuania,LT,LTU,440,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,91,Total,Estimated value,Total
Lithuania,LT,LTU,440,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,88,Total,Estimated value,Total
Lithuania,LT,LTU,440,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,87,Total,Estimated value,Total
Lithuania,LT,LTU,440,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,86,Total,Estimated value,Total
Luxembourg,LU,LUX,442,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,86,Total,Estimated value,Total
Luxembourg,LU,LUX,442,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,86,Total,Estimated value,Total
Luxembourg,LU,LUX,442,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,86,Total,Estimated value,Total
Luxembourg,LU,LUX,442,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,86,Total,Estimated value,Total
Luxembourg,LU,LUX,442,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,86,Total,Estimated value,Total
Luxembourg,LU,LUX,442,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,86,Total,Estimated value,Total
Luxembourg,LU,LUX,442,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,90,Total,Estimated value,Total
Luxembourg,LU,LUX,442,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,90,Total,Estimated value,Total
Luxembourg,LU,LUX,442,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,90,Total,Estimated value,Total
Luxembourg,LU,LUX,442,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,90,Total,Estimated value,Total
Luxembourg,LU,LUX,442,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,90,Total,Estimated value,Total
Luxembourg,LU,LUX,442,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,90,Total,Estimated value,Total
Madagascar,MG,MDG,450,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,14,Total,Estimated value,Total
Madagascar,MG,MDG,450,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,24,Total,Estimated value,Total
Madagascar,MG,MDG,450,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,32,Total,Estimated value,Total
Madagascar,MG,MDG,450,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,47,Total,Estimated value,Total
Malawi,MW,MWI,454,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,8,Total,Estimated value,Total
Malawi,MW,MWI,454,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,61,Total,Estimated value,Total
Malawi,MW,MWI,454,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,67,Total,Estimated value,Total
Malawi,MW,MWI,454,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,72,Total,Estimated value,Total
Malawi,MW,MWI,454,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,75,Total,Estimated value,Total
Malawi,MW,MWI,454,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,75,Total,Estimated value,Total
Malawi,MW,MWI,454,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,74,Total,Estimated value,Total
Malawi,MW,MWI,454,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,60,Total,Estimated value,Total
Malawi,MW,MWI,454,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,65,Total,Estimated value,Total
Malaysia,MY,MYS,458,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,91,Total,Estimated value,Total
Malaysia,MY,MYS,458,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,90,Total,Estimated value,Total
Malaysia,MY,MYS,458,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,92,Total,Estimated value,Total
Malaysia,MY,MYS,458,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,93,Total,Estimated value,Total
Malaysia,MY,MYS,458,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,95,Total,Estimated value,Total
Malaysia,MY,MYS,458,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,95,Total,Estimated value,Total
Malaysia,MY,MYS,458,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,95,Total,Estimated value,Total
Malaysia,MY,MYS,458,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,99,Total,Estimated value,Total
Malaysia,MY,MYS,458,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,99,Total,Estimated value,Total
Malaysia,MY,MYS,458,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,99,Total,Estimated value,Total
Malaysia,MY,MYS,458,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,99,Total,Estimated value,Total
Malaysia,MY,MYS,458,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,99,Total,Estimated value,Total
Malaysia,MY,MYS,458,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,99,Total,Estimated value,Total
Malaysia,MY,MYS,458,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,88,Total,Estimated value,Total
Malaysia,MY,MYS,458,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,87,Total,Estimated value,Total
Malaysia,MY,MYS,458,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,84,Total,Estimated value,Total
Malaysia,MY,MYS,458,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,98,Total,Estimated value,Total
Malaysia,MY,MYS,458,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,96,Total,Estimated value,Total
Malaysia,MY,MYS,458,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,96,Total,Estimated value,Total
Maldives,MV,MDV,462,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,56,Total,Estimated value,Total
Maldives,MV,MDV,462,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,76,Total,Estimated value,Total
Maldives,MV,MDV,462,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,96,Total,Estimated value,Total
Maldives,MV,MDV,462,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,96,Total,Estimated value,Total
Maldives,MV,MDV,462,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,96,Total,Estimated value,Total
Maldives,MV,MDV,462,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,99,Total,Estimated value,Total
Maldives,MV,MDV,462,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,99,Total,Estimated value,Total
Maldives,MV,MDV,462,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,97,Total,Estimated value,Total
Maldives,MV,MDV,462,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,99,Total,Estimated value,Total
Maldives,MV,MDV,462,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,99,Total,Estimated value,Total
Maldives,MV,MDV,462,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,99,Total,Estimated value,Total
Maldives,MV,MDV,462,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,99,Total,Estimated value,Total
Maldives,MV,MDV,462,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,96,Total,Estimated value,Total
Maldives,MV,MDV,462,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,97,Total,Estimated value,Total
Maldives,MV,MDV,462,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,98,Total,Estimated value,Total
Maldives,MV,MDV,462,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,98,Total,Estimated value,Total
Maldives,MV,MDV,462,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,99,Total,Estimated value,Total
Mali,ML,MLI,466,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,4,Total,Estimated value,Total
Mali,ML,MLI,466,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,26,Total,Estimated value,Total
Mali,ML,MLI,466,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,33,Total,Estimated value,Total
Mali,ML,MLI,466,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,44,Total,Estimated value,Total
Mali,ML,MLI,466,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,59,Total,Estimated value,Total
Malta,MT,MLT,470,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2003,2,Total,Estimated value,Total
Malta,MT,MLT,470,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,31,Total,Estimated value,Total
Malta,MT,MLT,470,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,60,Total,Estimated value,Total
Malta,MT,MLT,470,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,86,Total,Estimated value,Total
Malta,MT,MLT,470,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,77,Total,Estimated value,Total
Malta,MT,MLT,470,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,83,Total,Estimated value,Total
Malta,MT,MLT,470,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,85,Total,Estimated value,Total
Malta,MT,MLT,470,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,85,Total,Estimated value,Total
Malta,MT,MLT,470,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,85,Total,Estimated value,Total
Malta,MT,MLT,470,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,91,Total,Estimated value,Total
Malta,MT,MLT,470,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,88,Total,Estimated value,Total
Malta,MT,MLT,470,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,94,Total,Estimated value,Total
Malta,MT,MLT,470,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,91,Total,Estimated value,Total
Malta,MT,MLT,470,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,86,Total,Estimated value,Total
Malta,MT,MLT,470,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,83,Total,Estimated value,Total
Malta,MT,MLT,470,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,95,Total,Estimated value,Total
Malta,MT,MLT,470,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,95,Total,Estimated value,Total
Malta,MT,MLT,470,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,99,Total,Estimated value,Total
Malta,MT,MLT,470,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,93,Total,Estimated value,Total
Malta,MT,MLT,470,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,95,Total,Estimated value,Total
Malta,MT,MLT,470,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,95,Total,Estimated value,Total
Marshall Islands,MH,MHL,584,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2000,6,Total,Estimated value,Total
Marshall Islands,MH,MHL,584,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2001,6,Total,Estimated value,Total
Marshall Islands,MH,MHL,584,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2002,70,Total,Estimated value,Total
Marshall Islands,MH,MHL,584,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2003,90,Total,Estimated value,Total
Marshall Islands,MH,MHL,584,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,92,Total,Estimated value,Total
Marshall Islands,MH,MHL,584,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,71,Total,Estimated value,Total
Marshall Islands,MH,MHL,584,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,60,Total,Estimated value,Total
Marshall Islands,MH,MHL,584,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,91,Total,Estimated value,Total
Marshall Islands,MH,MHL,584,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,79,Total,Estimated value,Total
Marshall Islands,MH,MHL,584,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,66,Total,Estimated value,Total
Marshall Islands,MH,MHL,584,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,90,Total,Estimated value,Total
Marshall Islands,MH,MHL,584,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,74,Total,Estimated value,Total
Marshall Islands,MH,MHL,584,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,58,Total,Estimated value,Total
Marshall Islands,MH,MHL,584,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,56,Total,Estimated value,Total
Marshall Islands,MH,MHL,584,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,53,Total,Estimated value,Total
Marshall Islands,MH,MHL,584,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,70,Total,Estimated value,Total
Marshall Islands,MH,MHL,584,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,49,Total,Estimated value,Total
Marshall Islands,MH,MHL,584,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,62,Total,Estimated value,Total
Marshall Islands,MH,MHL,584,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,61,Total,Estimated value,Total
Marshall Islands,MH,MHL,584,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,64,Total,Estimated value,Total
Marshall Islands,MH,MHL,584,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,68,Total,Estimated value,Total
Marshall Islands,MH,MHL,584,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,58,Total,Estimated value,Total
Marshall Islands,MH,MHL,584,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,54,Total,Estimated value,Total
Marshall Islands,MH,MHL,584,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,61,Total,Estimated value,Total
Mauritania,MR,MRT,478,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,24,Total,Estimated value,Total
Mauritius,MU,MUS,480,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,80,Total,Estimated value,Total
Mauritius,MU,MUS,480,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,78,Total,Estimated value,Total
Mauritius,MU,MUS,480,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,85,Total,Estimated value,Total
Mauritius,MU,MUS,480,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,80,Total,Estimated value,Total
Mauritius,MU,MUS,480,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,83,Total,Estimated value,Total
Mauritius,MU,MUS,480,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,85,Total,Estimated value,Total
Mauritius,MU,MUS,480,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,90,Total,Estimated value,Total
Mauritius,MU,MUS,480,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,89,Total,Estimated value,Total
Mauritius,MU,MUS,480,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,90,Total,Estimated value,Total
Mauritius,MU,MUS,480,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,85,Total,Estimated value,Total
Mauritius,MU,MUS,480,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,85,Total,Estimated value,Total
Mauritius,MU,MUS,480,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,96,Total,Estimated value,Total
Mauritius,MU,MUS,480,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,92,Total,Estimated value,Total
Mauritius,MU,MUS,480,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,95,Total,Estimated value,Total
Mauritius,MU,MUS,480,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,99,Total,Estimated value,Total
Mauritius,MU,MUS,480,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,99,Total,Estimated value,Total
Mauritius,MU,MUS,480,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,87,Total,Estimated value,Total
Mauritius,MU,MUS,480,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,83,Total,Estimated value,Total
Mauritius,MU,MUS,480,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,93,Total,Estimated value,Total
Mauritius,MU,MUS,480,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,94,Total,Estimated value,Total
Mexico,MX,MEX,484,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2000,98,Total,Estimated value,Total
Mexico,MX,MEX,484,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2001,99,Total,Estimated value,Total
Mexico,MX,MEX,484,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2002,89,Total,Estimated value,Total
Mexico,MX,MEX,484,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2003,96,Total,Estimated value,Total
Mexico,MX,MEX,484,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,97,Total,Estimated value,Total
Mexico,MX,MEX,484,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,97,Total,Estimated value,Total
Mexico,MX,MEX,484,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,91,Total,Estimated value,Total
Mexico,MX,MEX,484,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,85,Total,Estimated value,Total
Mexico,MX,MEX,484,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,94,Total,Estimated value,Total
Mexico,MX,MEX,484,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,92,Total,Estimated value,Total
Mexico,MX,MEX,484,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,91,Total,Estimated value,Total
Mexico,MX,MEX,484,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,97,Total,Estimated value,Total
Mexico,MX,MEX,484,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,92,Total,Estimated value,Total
Mexico,MX,MEX,484,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,76,Total,Estimated value,Total
Mexico,MX,MEX,484,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,95,Total,Estimated value,Total
Mexico,MX,MEX,484,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,96,Total,Estimated value,Total
Mexico,MX,MEX,484,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,98,Total,Estimated value,Total
Mexico,MX,MEX,484,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,62,Total,Estimated value,Total
Mexico,MX,MEX,484,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,99,Total,Estimated value,Total
Mexico,MX,MEX,484,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,55,Total,Estimated value,Total
Mexico,MX,MEX,484,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,79,Total,Estimated value,Total
