country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Maldives,MV,MDV,462,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,24.88999939,Female,Units,%,Modelled,,,Total
Maldives,MV,MDV,462,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,37.86000061,Male,Units,%,Modelled,,,Total
Maldives,MV,MDV,462,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,31.68000031,Total,Units,%,Modelled,,,Total
Mali,ML,MLI,466,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,15.61999989,Female,Units,%,Modelled,,,Total
Mali,ML,MLI,466,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,16.38999939,Male,Units,%,Modelled,,,Total
Mali,ML,MLI,466,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,16.01000023,Total,Units,%,Modelled,,,Total
Malta,MT,MLT,470,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,26.299999239999998,Female,Units,%,Modelled,,,Total
Malta,MT,MLT,470,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,29.92000008,Male,Units,%,Modelled,,,Total
Malta,MT,MLT,470,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,28.18000031,Total,Units,%,Modelled,,,Total
Marshall Islands,MH,MHL,584,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,35.02000046,Female,Units,%,Modelled,,,Total
Marshall Islands,MH,MHL,584,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,38.81000137,Male,Units,%,Modelled,,,Total
Marshall Islands,MH,MHL,584,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,36.99000168,Total,Units,%,Modelled,,,Total
Mauritania,MR,MRT,478,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,27.5,Female,Units,%,Modelled,,,Total
Mauritania,MR,MRT,478,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,15.59000015,Male,Units,%,Modelled,,,Total
Mauritania,MR,MRT,478,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,21.5,Total,Units,%,Modelled,,,Total
Mauritius,MU,MUS,480,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,27.32999992,Female,Units,%,Modelled,,,Total
Mauritius,MU,MUS,480,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,32.36999893,Male,Units,%,Modelled,,,Total
Mauritius,MU,MUS,480,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,29.87000084,Total,Units,%,Modelled,,,Total
Mexico,MX,MEX,484,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,37.93000031,Female,Units,%,Modelled,,,Total
Mexico,MX,MEX,484,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,39.83000183,Male,Units,%,Modelled,,,Total
Mexico,MX,MEX,484,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,38.88999939,Total,Units,%,Modelled,,,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,44.68999863,Female,Units,%,Modelled,,,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,41,Male,Units,%,Modelled,,,Total
"Micronesia, Federated States of",FM,FSM,583,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,42.81000137,Total,Units,%,Modelled,,,Total
Mongolia,MN,MNG,496,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,16.35000038,Female,Units,%,Modelled,,,Total
Mongolia,MN,MNG,496,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,20.44000053,Male,Units,%,Modelled,,,Total
Mongolia,MN,MNG,496,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,18.450000760000002,Total,Units,%,Modelled,,,Total
Montenegro,ME,MNE,499,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,19.85000038,Female,Units,%,Modelled,,,Total
Montenegro,ME,MNE,499,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,33.11999893,Male,Units,%,Modelled,,,Total
Montenegro,ME,MNE,499,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,26.72999954,Total,Units,%,Modelled,,,Total
Morocco,MA,MAR,504,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,21.86000061,Female,Units,%,Modelled,,,Total
Morocco,MA,MAR,504,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,19.95999908,Male,Units,%,Modelled,,,Total
Morocco,MA,MAR,504,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,20.88999939,Total,Units,%,Modelled,,,Total
Mozambique,MZ,MOZ,508,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,10.100000380000001,Female,Units,%,Modelled,,,Total
Mozambique,MZ,MOZ,508,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,9.510000229,Male,Units,%,Modelled,,,Total
Mozambique,MZ,MOZ,508,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,9.81000042,Total,Units,%,Modelled,,,Total
Myanmar,MM,MMR,104,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,10.92000008,Female,Units,%,Modelled,,,Total
Myanmar,MM,MMR,104,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,22.03000069,Male,Units,%,Modelled,,,Total
Myanmar,MM,MMR,104,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,16.61000061,Total,Units,%,Modelled,,,Total
Namibia,,NAM,516,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,9.890000343,Female,Units,%,Modelled,,,Total
Namibia,,NAM,516,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,18.05999947,Male,Units,%,Modelled,,,Total
Namibia,,NAM,516,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,13.93999958,Total,Units,%,Modelled,,,Total
Nauru,NR,NRU,520,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,49.11999893,Female,Units,%,Modelled,,,Total
Nauru,NR,NRU,520,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,64.77999878,Male,Units,%,Modelled,,,Total
Nauru,NR,NRU,520,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,57.25999832,Total,Units,%,Modelled,,,Total
Nepal,NP,NPL,524,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,10.88000011,Female,Units,%,Modelled,,,Total
Nepal,NP,NPL,524,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,6.690000057,Male,Units,%,Modelled,,,Total
Nepal,NP,NPL,524,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,8.75,Total,Units,%,Modelled,,,Total
Netherlands,NL,NLD,528,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,16.56999969,Female,Units,%,Modelled,,,Total
Netherlands,NL,NLD,528,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,18.67000008,Male,Units,%,Modelled,,,Total
Netherlands,NL,NLD,528,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,17.64999962,Total,Units,%,Modelled,,,Total
New Zealand,NZ,NZL,554,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,41.5,Female,Units,%,Modelled,,,Total
New Zealand,NZ,NZL,554,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,38.38999939,Male,Units,%,Modelled,,,Total
New Zealand,NZ,NZL,554,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,39.90999985,Total,Units,%,Modelled,,,Total
Nicaragua,NI,NIC,558,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,32.16999817,Female,Units,%,Modelled,,,Total
Nicaragua,NI,NIC,558,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,33.88999939,Male,Units,%,Modelled,,,Total
Nicaragua,NI,NIC,558,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,33.04000092,Total,Units,%,Modelled,,,Total
Niger,NE,NER,562,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,7.079999924,Female,Units,%,Modelled,,,Total
Niger,NE,NER,562,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,13.55000019,Male,Units,%,Modelled,,,Total
Niger,NE,NER,562,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,10.36999989,Total,Units,%,Modelled,,,Total
Nigeria,NG,NGA,566,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,9.840000153,Female,Units,%,Modelled,,,Total
Nigeria,NG,NGA,566,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,9.260000229,Male,Units,%,Modelled,,,Total
Nigeria,NG,NGA,566,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,9.550000191,Total,Units,%,Modelled,,,Total
Niue,NU,NIU,570,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,58.38000107,Female,Units,%,Modelled,,,Total
Niue,NU,NIU,570,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,67.68000031,Male,Units,%,Modelled,,,Total
Niue,NU,NIU,570,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,62.81999969,Total,Units,%,Modelled,,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,23.75,Female,Units,%,Modelled,,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,30.65999985,Male,Units,%,Modelled,,,Total
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,27.31999969,Total,Units,%,Modelled,,,Total
Norway,NO,NOR,578,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,21.88999939,Female,Units,%,Modelled,,,Total
Norway,NO,NOR,578,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,24.37999916,Male,Units,%,Modelled,,,Total
Norway,NO,NOR,578,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,23.17000008,Total,Units,%,Modelled,,,Total
Oman,OM,OMN,512,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,35.15999985,Female,Units,%,Modelled,,,Total
Oman,OM,OMN,512,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,41.86000061,Male,Units,%,Modelled,,,Total
Oman,OM,OMN,512,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,38.56999969,Total,Units,%,Modelled,,,Total
Pakistan,PK,PAK,586,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,17.700000760000002,Female,Units,%,Modelled,,,Total
Pakistan,PK,PAK,586,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,20.01000023,Male,Units,%,Modelled,,,Total
Pakistan,PK,PAK,586,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,18.87999916,Total,Units,%,Modelled,,,Total
Palau,PW,PLW,585,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,45.31999969,Female,Units,%,Modelled,,,Total
Palau,PW,PLW,585,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,49.81999969,Male,Units,%,Modelled,,,Total
Palau,PW,PLW,585,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,47.66999817,Total,Units,%,Modelled,,,Total
Panama,PA,PAN,591,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,40.56999969,Female,Units,%,Modelled,,,Total
Panama,PA,PAN,591,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,34.72000122,Male,Units,%,Modelled,,,Total
Panama,PA,PAN,591,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,37.58000183,Total,Units,%,Modelled,,,Total
Papua New Guinea,PG,PNG,598,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,34.45999908,Female,Units,%,Modelled,,,Total
Papua New Guinea,PG,PNG,598,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,38.11999893,Male,Units,%,Modelled,,,Total
Papua New Guinea,PG,PNG,598,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,36.36999893,Total,Units,%,Modelled,,,Total
Paraguay,PY,PRY,600,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,34.02000046,Female,Units,%,Modelled,,,Total
Paraguay,PY,PRY,600,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,34.95000076,Male,Units,%,Modelled,,,Total
Paraguay,PY,PRY,600,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,34.49000168,Total,Units,%,Modelled,,,Total
Peru,PE,PER,604,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,39.95999908,Female,Units,%,Modelled,,,Total
Peru,PE,PER,604,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,42.27000046,Male,Units,%,Modelled,,,Total
Peru,PE,PER,604,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,41.13000107,Total,Units,%,Modelled,,,Total
Philippines,PH,PHL,608,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,12.85999966,Female,Units,%,Modelled,,,Total
Philippines,PH,PHL,608,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,16.98999977,Male,Units,%,Modelled,,,Total
Philippines,PH,PHL,608,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,14.98999977,Total,Units,%,Modelled,,,Total
Poland,PL,POL,616,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,21.21999931,Female,Units,%,Modelled,,,Total
Poland,PL,POL,616,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,24.72999954,Male,Units,%,Modelled,,,Total
Poland,PL,POL,616,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,23.02000046,Total,Units,%,Modelled,,,Total
Portugal,PT,PRT,620,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,20.95999908,Female,Units,%,Modelled,,,Total
Portugal,PT,PRT,620,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,21.55999947,Male,Units,%,Modelled,,,Total
Portugal,PT,PRT,620,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,21.27000046,Total,Units,%,Modelled,,,Total
Puerto Rico,PR,PRI,630,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,37.84999847,Female,Units,%,Modelled,,,Total
Puerto Rico,PR,PRI,630,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,38.52999878,Male,Units,%,Modelled,,,Total
Puerto Rico,PR,PRI,630,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,38.20000076,Total,Units,%,Modelled,,,Total
Qatar,QA,QAT,634,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,40.34000015,Female,Units,%,Modelled,,,Total
Qatar,QA,QAT,634,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,52.75999832,Male,Units,%,Modelled,,,Total
Qatar,QA,QAT,634,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,46.56999969,Total,Units,%,Modelled,,,Total
South Korea,KR,KOR,410,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,24.44000053,Female,Units,%,Modelled,,,Total
South Korea,KR,KOR,410,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,42.83000183,Male,Units,%,Modelled,,,Total
South Korea,KR,KOR,410,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,33.91999817,Total,Units,%,Modelled,,,Total
"Moldova, Republic of",MD,MDA,498,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,14.64000034,Female,Units,%,Modelled,,,Total
"Moldova, Republic of",MD,MDA,498,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,21.23999977,Male,Units,%,Modelled,,,Total
"Moldova, Republic of",MD,MDA,498,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,17.96999931,Total,Units,%,Modelled,,,Total
Romania,RO,ROU,642,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,20.43000031,Female,Units,%,Modelled,,,Total
Romania,RO,ROU,642,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,25.46999931,Male,Units,%,Modelled,,,Total
Romania,RO,ROU,642,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,23.01000023,Total,Units,%,Modelled,,,Total
Russian Federation,RU,RUS,643,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,16.34000015,Female,Units,%,Modelled,,,Total
Russian Federation,RU,RUS,643,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,22.88999939,Male,Units,%,Modelled,,,Total
Russian Federation,RU,RUS,643,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,19.700000760000002,Total,Units,%,Modelled,,,Total
Rwanda,RW,RWA,646,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,13.81000042,Female,Units,%,Modelled,,,Total
Rwanda,RW,RWA,646,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,5.5,Male,Units,%,Modelled,,,Total
Rwanda,RW,RWA,646,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,9.630000114,Total,Units,%,Modelled,,,Total
Saint Kitts and Nevis,KN,KNA,659,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,40.95999908,Female,Units,%,Modelled,,,Total
Saint Kitts and Nevis,KN,KNA,659,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,44.00999832,Male,Units,%,Modelled,,,Total
Saint Kitts and Nevis,KN,KNA,659,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,42.47000122,Total,Units,%,Modelled,,,Total
Saint Lucia,LC,LCA,662,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,39.52000046,Female,Units,%,Modelled,,,Total
Saint Lucia,LC,LCA,662,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,34.47000122,Male,Units,%,Modelled,,,Total
Saint Lucia,LC,LCA,662,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,36.95000076,Total,Units,%,Modelled,,,Total
St. Vincent and the Grenadines,VC,VCT,670,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,38.18000031,Female,Units,%,Modelled,,,Total
St. Vincent and the Grenadines,VC,VCT,670,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,33.13999939,Male,Units,%,Modelled,,,Total
St. Vincent and the Grenadines,VC,VCT,670,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,35.61999893,Total,Units,%,Modelled,,,Total
Samoa,WS,WSM,882,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,47.91999817,Female,Units,%,Modelled,,,Total
Samoa,WS,WSM,882,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,51.31999969,Male,Units,%,Modelled,,,Total
Samoa,WS,WSM,882,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,49.68000031,Total,Units,%,Modelled,,,Total
Sao Tome and Principe,ST,STP,678,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,13.31999969,Female,Units,%,Modelled,,,Total
Sao Tome and Principe,ST,STP,678,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,16.32999992,Male,Units,%,Modelled,,,Total
Sao Tome and Principe,ST,STP,678,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,14.81999969,Total,Units,%,Modelled,,,Total
Saudi Arabia,SA,SAU,682,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,36.83000183,Female,Units,%,Modelled,,,Total
Saudi Arabia,SA,SAU,682,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,45.79000092,Male,Units,%,Modelled,,,Total
Saudi Arabia,SA,SAU,682,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,41.40000153,Total,Units,%,Modelled,,,Total
Senegal,SN,SEN,686,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,9.399999619,Female,Units,%,Modelled,,,Total
Senegal,SN,SEN,686,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,7.590000153,Male,Units,%,Modelled,,,Total
Senegal,SN,SEN,686,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,8.479999542,Total,Units,%,Modelled,,,Total
Serbia,RS,SRB,688,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,26.5,Female,Units,%,Modelled,,,Total
Serbia,RS,SRB,688,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,34.63000107,Male,Units,%,Modelled,,,Total
Serbia,RS,SRB,688,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,30.700000760000002,Total,Units,%,Modelled,,,Total
Seychelles,SC,SYC,690,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,35.88999939,Female,Units,%,Modelled,,,Total
Seychelles,SC,SYC,690,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,32.18000031,Male,Units,%,Modelled,,,Total
Seychelles,SC,SYC,690,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,34,Total,Units,%,Modelled,,,Total
Sierra Leone,SL,SLE,694,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,12.75,Female,Units,%,Modelled,,,Total
Sierra Leone,SL,SLE,694,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,11.68000031,Male,Units,%,Modelled,,,Total
Sierra Leone,SL,SLE,694,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,12.21000004,Total,Units,%,Modelled,,,Total
Singapore,SG,SGP,702,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,28.12999916,Female,Units,%,Modelled,,,Total
Singapore,SG,SGP,702,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,43.11999893,Male,Units,%,Modelled,,,Total
Singapore,SG,SGP,702,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,35.81999969,Total,Units,%,Modelled,,,Total
Slovakia,SK,SVK,703,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,21.85000038,Female,Units,%,Modelled,,,Total
Slovakia,SK,SVK,703,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,30.15999985,Male,Units,%,Modelled,,,Total
Slovakia,SK,SVK,703,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,26.10000038,Total,Units,%,Modelled,,,Total
Slovenia,SI,SVN,705,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,26,Female,Units,%,Modelled,,,Total
Slovenia,SI,SVN,705,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,32.25,Male,Units,%,Modelled,,,Total
Slovenia,SI,SVN,705,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,29.20999908,Total,Units,%,Modelled,,,Total
